"Logo","Name","Sector","Year Founded","Label Date","Website","Summary","Founders","Email","Phone"
"undefined","Qr Menu","FoodTech & New Food","2022","06/2022","","Qr menu is a saas solution for creating dynamic digital menus from which you can place orders.
 All this with a simple scan of a QR code.","Nour KraiemSirine Kraiem","n.a.","n.a."
"undefined","SmartQ","Business Software and services","2021","03/2021","","SmartQ is a cloud-based queue management system (QMS) that allows businesses facing queue management issues to better manage their customer flow. It allows people to join a queue remotely, from anywhere, at any time.","Ramzi Zelfani","n.a.","n.a."
"undefined","WAY CARE","Mobility","2020","05/2022","","WAYCARE is a platform that connects directly car dealers and vehicle users through a mobile application and a loyalty program.
 Now with WAYCARE, it is possible to track the whole life cycle of a vehicle.","Aymen TouhentSouha ManderJamel Eddine BEN AISSA","contact@xelero.io","56630000"
"undefined","Wassaloo","Agritech","2021","08/2021","","Wassaloo is a platform for sourcing fresh produce directly from consumers to producers, without intermediaries.","Abdeljelil LazaarMustapha GuellatyMohamed Zouhaier Zammel","n.a.","n.a."
"undefined","Supremcloud","Business Software and services","2021","09/2021","","Supremcloud Technologies is a platform allowing the exploitation of peer-to-peer resources in the cloud for data scientists, engineers and startups for the development of machine learning solutions or big data analysis.","Khaireddine Mejri","n.a.","n.a."
"undefined","فريد حول العالم","EdTech","2020","08/2020","","Horizon Education develops and produces physical and virtual educational content using augmented reality for families and children under the brand ""فريد حول العالم""","Mohamed Amine BelkahlaMohamed NabiMouadh Mkadmi","n.a.","n.a."
"undefined","Beenomi","Real Estate Tech","2021","06/2022","","Beenomi is a digital solution for accommodation management and optimisation through data analysis.","Haifa TlailaAhmed SassiMohamed yassine KaraouliTarek Loukil","haifa.tlaila@beenomi.com","+216 26 902 767"
"undefined","Riblum","Environment","2021","10/2021","","RIBLUM develops a sustainable wood composite from palm tree waste, transformed into high value furniture & doors.","Hadded MalekSara Bennour","n.a.","n.a."
"undefined","SMEK'S","Mobility","2020","06/2020","","Smek's is a B2B platform for land-based tourist transport, equipped with intelligent and specific software for the management, monitoring and sharing of material and human resources and services between all the stakeholders in the sector.","Mohamed Ben HammedSonia Laribi","n.a.","n.a."
"undefined","REM4U","TravelTech","2022","08/2022","","Organizations of airport mobility and collection, processing and sharing of travel data","ANOUAR KANZARINedya kanzariMayssa Ben kahlajlassi waelaymen sellaoutiDalel KanzariAbdelmonem TliliMohamed Ali Toumi","n.a.","n.a."
"undefined","Birou","Business Software and services","2021","09/2021","","Birou is an intelligent online professional invoicing platform to manage sales and purchase invoices, quotes, customers, payments.","Chaibi AlaaBoumiza Imen","n.a.","n.a."
"undefined","E-Tafakna","Business Software and services","2022","07/2022","","E-Tafakna is a mobile App (iOS/android) and a Platform that offer legally binding contracts and documents that you can create, manage, negotiate, electronically sign and send.","Norchen Mezni","n.a.","n.a."
"undefined","9arini.tn","EdTech","2017","06/2019","","www.9arini.tn is a concierge service that connects trainers in different fields with people who want to learn something new.","Kais AssaliAnis Wahabi","n.a.","n.a."
"undefined","SMOFT","Business Software and services","2023","06/2023","","SMOFT is a customizable Cloud ERP solution, offered in SAAS mode, that includes numerous modules designed for businesses of all sizes and industries.","Aymen Gahbiche","contact@smoft.tn","21234724"
"undefined","VISTASY","HealthTech","2020","03/2021","","VISTASY enables patients of doctors and plastic surgeons to make better decisions via near-real post-operation simulations.","Ahmed BadaouiAhmed Hamouda","n.a.","n.a."
"undefined","WIN NOW","Ad Tech and Creative Tech","2021","02/2022","","Win Now is a platform that brings together and organizes contests in Tunisia.","Nesrine WelheziNizar Welhazi","n.a.","n.a."
"undefined","e-Scola","EdTech","2020","02/2021","","e-Scola is an e-learning space offering teachers and learners innovative interactive tools to facilitate interaction between members of the educational community.","Sami MlaikiDavid Simb","n.a.","n.a."
"undefined","appro.tn","Mobility","2019","09/2019","","Appro.Tn is an online platform that allows merchants to place orders to all their suppliers with the assistance of artificial intelligence","Slim AmamouNabegh Bechir HatiraHassen Marzouki","n.a.","n.a."
"undefined","Kuiklink Technologies","Business Software and services","2019","01/2020","","Kuiklink Technologies is specialized in WiFi terminals and aims to integrate innovative solutions in terms of service creation and QoE improvement. Missions include the development of hotspot appliances, WISP and related technologies as well as the implementation of customized solutions for enterprises.","Lotfi Aguerbaoui","n.a.","n.a."
"undefined","Khobzti","Commerce and shopping","2020","11/2020","","Makhbazti Digitale offers an application to reduce food waste and offers the possibility to book and pay for you need without contact and allows people with allergy to find their needs.","Marwen Khemis","n.a.","n.a."
"undefined","The Landlord","TravelTech","2019","09/2019","","The Landlord is an online all-inclusive concierge service specializing in short-term rentals.","Mohamed Farouk Ben Achour","n.a.","n.a."
"undefined","EMNA HUSSEIN","Ad Tech and Creative Tech","2020","06/2021","","Emna Hussein is a digital clothing brand designed for women, whatever their morphology and colorimetry.","Emna Hussein","n.a.","n.a."
"undefined","FOUTA TUNISIA","Commerce and shopping","2014","06/2019","","FOUTA TUNISIA is the leader of the Tunisian Fouta craft. Among the most representative companies of the product on the world market. This typical Tunisian product has been updated and has made its place on the international textile market.","Zied Beldi","n.a.","n.a."
"undefined","FoundPad","Business Software and services","2019","09/2019","","FoundPad provide products & services that help founders, product managers, investors, accelerators, incubators, and innovative organizations streamline their process.","Mehdi NakouriHazem Mhiri","n.a.","n.a."
"undefined","Ste Tildah","Business Software and services","2018","05/2021","","Majenna is a connected cash register application, which allows the whole team of a chain of one or more stores to have the data synchronized in real time.","Bouraoui Ben Ammar","n.a.","n.a."
"undefined","Cognira Tunisia","Business Software and services","2016","02/2021","","Cognira specializes in consulting and development of data analysis solutions for retail professionals, based on AI and ML","Hatem Sellami","n.a.","n.a."
"undefined","We-Settle","Fintech","2020","08/2020","","We-Settle offers a set of solutions for companies to pay and manage their invoices online as well as innovative payment solutions for individuals.","Wael MoulaNaima Moula","n.a.","n.a."
"undefined","Bon'Heure","Business Software and services","2019","11/2019","","Bon'Heure is an intelligent platform that optimizes and facilitates the daily life of companies and their employees.                              By committing to a better work-life balance and supporting both individual and collective performance, B'H is the unique partner and interlocutor for corporate life.","Nour TekayaSkander Gafsi","n.a.","n.a."
"undefined","La relation client à l’ère du digital","Business Software and services","2020","04/2020","","Go Mybiz offers a suite of customer relationship management software that enables small and medium-sized businesses to digitalize their end-to-end customer journey in an omnichannel way.","Mohamed Achraf GabsiYassine TouatiSofiene DjaitMehdi Touati","info@gomybiz.co","+21671100110"
"undefined","Karriery","EdTech","2022","05/2022","","Karriery is a platform that helps job seekers maximize their chances of getting job interviews by connecting them with professional resume writers who specialize in their industry.","Halim BoussadaSamy Ben Chaalia","halimboussada10@gmail.com","58065605"
"undefined","Medikadvisor","HealthTech","2020","03/2021","","Medikadvisor is a platform specialized in medical tourism and the organization of medical treatment and surgery stays in Tunisia.","Haithem Ben JemiaZied Ouled Ali","n.a.","n.a."
"undefined","MineClap","Ad Tech and Creative Tech","2020","02/2021","","MineClap is a social network and a professional marketplace for the entertainment industry.","Hamed Khalil MaarefTaha Yassine ChahedSlim Maaref","n.a.","n.a."
"undefined","Soledu","EdTech","2021","06/2022","","Soledu is a startup that mainly offers online training designed to help parents and education professionals develop new parenting skills.
 
 Thanks to our online platform, our subscribers have access to thematic videos to acquire new skills and learn practical tools to facilitate the education of children and improve their relationships with them. These trainings are accompanied by group coaching sessions to consolidate knowledge.","Abdelaziz SIFAOUIMoahmmed Abu Sharekh","info@sol-edu.org","55109850"
